,head,relation,tail
4004,05600637,_has_part,05599617
4005,05600637,_has_part,05601758
4006,05600637,_has_part,05602132
4007,05600637,_has_part,05602548
4008,05600637,_has_part,05602835
4009,05600637,_has_part,05603160
4010,05601198,_hypernym,05225090
4011,05601357,_derivationally_related_form,00028565
4012,05601357,_hypernym,05600637
4013,05601758,_hypernym,05220461
4014,05602132,_hypernym,05289861
4015,05602548,_hypernym,05601758
4016,05602835,_hypernym,05601758
4017,05603160,_derivationally_related_form,01201089
4018,05603160,_hypernym,05601758
4019,05604950,_hypernym,05225602
4020,05609884,_hypernym,13872421
4021,05611302,_derivationally_related_form,00609506
4022,05611302,_hypernym,00023271
4023,05616246,_hypernym,00023271
4024,05624700,_derivationally_related_form,00643250
4025,05624700,_has_part,05797177
4026,05624700,_hypernym,05616246
4027,05633385,_derivationally_related_form,01632411
4028,05633385,_derivationally_related_form,01638368
4029,05633385,_derivationally_related_form,01639714
4030,05633385,_hypernym,05624700
4031,05634219,_derivationally_related_form,01634142
4032,05634219,_derivationally_related_form,01635056
4033,05635188,_derivationally_related_form,09826204
4034,05650329,_hypernym,05616246
4035,05650579,_derivationally_related_form,02170427
4036,05650579,_hypernym,05650329
4037,05651680,_derivationally_related_form,00632627
4038,05651680,_derivationally_related_form,00634472
4039,05651680,_derivationally_related_form,00772189
4040,05651680,_hypernym,05650329
4041,05654362,_derivationally_related_form,02163746
4042,05655119,_derivationally_related_form,02127358
4043,05670972,_derivationally_related_form,02577061
4044,05670972,_hypernym,05670710
4045,05692419,_derivationally_related_form,00701040
4046,05692419,_derivationally_related_form,00947077
4047,05692910,_derivationally_related_form,02536557
4048,05694791,_derivationally_related_form,00782527
4049,05694791,_hypernym,05692910
4050,05701363,_hypernym,00023271
4051,05702275,_derivationally_related_form,02170427
4052,05702275,_hypernym,05701944
4053,05703429,_derivationally_related_form,00732552
4054,05703429,_derivationally_related_form,02154508
4055,05703429,_derivationally_related_form,02455407
4056,05703429,_hypernym,05702275
4057,05704096,_derivationally_related_form,02170427
4058,05726345,_derivationally_related_form,00404222
4059,05726345,_hypernym,00023271
4060,05726596,_derivationally_related_form,00404642
4061,05726596,_hypernym,05726345
4062,05732756,_derivationally_related_form,00654625
4063,05732756,_derivationally_related_form,00657260
4064,05732756,_hypernym,05701944
4065,05733583,_derivationally_related_form,00681429
4066,05734559,_derivationally_related_form,00726300
4067,05734559,_hypernym,05732756
4068,05735478,_derivationally_related_form,00726300
4069,05735478,_hypernym,05734559
4070,05736149,_derivationally_related_form,00681429
4071,05736149,_hypernym,05733583
4072,05753564,_derivationally_related_form,00603298
4073,05753564,_derivationally_related_form,10045454
4074,05753564,_synset_domain_topic_of,00883297
4075,05763916,_derivationally_related_form,00713167
4076,05764197,_derivationally_related_form,00713167
4077,05764197,_hypernym,05763916
4078,05766247,_derivationally_related_form,00623151
4079,05766247,_derivationally_related_form,00938247
4080,05766247,_derivationally_related_form,01732172
4081,05766247,_hypernym,05793000
4082,05770664,_hypernym,05701363
4083,05770926,_derivationally_related_form,00628491
4084,05770926,_derivationally_related_form,00739340
4085,05772215,_derivationally_related_form,02983097
4086,05772356,_derivationally_related_form,00632627
4087,05772356,_hypernym,05770926
4088,05773049,_derivationally_related_form,00772189
4089,05773049,_hypernym,05772356
4090,05773923,_derivationally_related_form,00633443
4091,05773923,_hypernym,05772356
4092,05779371,_derivationally_related_form,00633443
4093,05779371,_hypernym,05773923
4094,05779712,_derivationally_related_form,00631737
4095,05779712,_derivationally_related_form,00633443
4096,05779712,_hypernym,05773923
4097,05780104,_hypernym,05779371
4098,05784242,_derivationally_related_form,00628491
4099,05784242,_derivationally_related_form,00703512
4100,05784242,_derivationally_related_form,00704388
4101,05784242,_derivationally_related_form,02166460
4102,05784242,_hypernym,05785508
4103,05784831,_derivationally_related_form,00689344
4104,05784831,_derivationally_related_form,02130300
4105,05784831,_derivationally_related_form,02166460
4106,05784831,_hypernym,05770926
4107,05785067,_derivationally_related_form,00812580
4108,05785067,_derivationally_related_form,00813044
4109,05785067,_derivationally_related_form,00872886
4110,05785067,_hypernym,05784831
4111,05785508,_derivationally_related_form,00630380
4112,05785508,_derivationally_related_form,00704388
4113,05785508,_hypernym,05784831
4114,05785885,_derivationally_related_form,00630380
4115,05785885,_derivationally_related_form,00704388
4116,05785885,_hypernym,05785508
4117,05786372,_derivationally_related_form,00628491
4118,05786372,_derivationally_related_form,00629738
4119,05786372,_derivationally_related_form,00723056
4120,05786372,_derivationally_related_form,00739082
4121,05786372,_derivationally_related_form,01637166
4122,05786372,_hypernym,05785067
4123,05788149,_derivationally_related_form,00697589
4124,05788149,_derivationally_related_form,00698855
4125,05788149,_hypernym,05770664
4126,05789432,_derivationally_related_form,00670261
4127,05789432,_derivationally_related_form,00672433
4128,05789432,_hypernym,05788149
4129,05790242,_derivationally_related_form,00676450
4130,05790242,_hypernym,05788149
4131,05790572,_derivationally_related_form,02502916
4132,05790572,_hypernym,05788149
4133,05792842,_derivationally_related_form,01632411
4134,05793000,_hypernym,05770926
4135,05793210,_derivationally_related_form,00633265
4136,05793210,_hypernym,05793000
4137,05793210,_synset_domain_topic_of,08441203
4138,05794403,_derivationally_related_form,00894738
4139,05794694,_derivationally_related_form,01638368
4140,05794694,_hypernym,05770926
4141,05797177,_hypernym,05770926
4142,05803938,_derivationally_related_form,00631737
4143,05803938,_hypernym,05803379
4144,05808218,_derivationally_related_form,00598954
4145,05808218,_derivationally_related_form,00721437
4146,05808218,_derivationally_related_form,00918872
4147,05808218,_derivationally_related_form,01637982
4148,05808218,_hypernym,05807306
4149,05809192,_hypernym,00023271
4150,05816287,_derivationally_related_form,00831651
4151,05816622,_hypernym,05816287
4152,05816790,_derivationally_related_form,00772640
4153,05816790,_derivationally_related_form,00922867
4154,05816790,_hypernym,05816622
4155,05818741,_derivationally_related_form,00732552
4156,05818741,_derivationally_related_form,02118933
4157,05818741,_hypernym,05817396
4158,05822746,_derivationally_related_form,00734054
4159,05822746,_derivationally_related_form,00950431
4160,05822746,_derivationally_related_form,01018928
4161,05822746,_derivationally_related_form,02166460
4162,05822746,_hypernym,05816287
4163,05823054,_derivationally_related_form,00894738
4164,05823054,_derivationally_related_form,00896141
4165,05823054,_hypernym,05822746
4166,05823932,_hypernym,05816287
4167,05826469,_derivationally_related_form,00667747
4168,05826469,_derivationally_related_form,00814850
4169,05827253,_derivationally_related_form,01646866
4170,05827253,_hypernym,05827684
4171,05827684,_derivationally_related_form,00770437
4172,05827684,_derivationally_related_form,02116118
4173,05828102,_derivationally_related_form,01762528
4174,05830059,_derivationally_related_form,01787955
4175,05830059,_derivationally_related_form,01791535
4176,05830059,_derivationally_related_form,01792567
4177,05831784,_derivationally_related_form,01787955
4178,05831939,_derivationally_related_form,01789514
4179,05831939,_hypernym,05830059
4180,05833840,_derivationally_related_form,00629738
4181,05833840,_derivationally_related_form,00631737
4182,05833840,_derivationally_related_form,00689344
4183,05835747,_derivationally_related_form,01633343
4184,05836275,_derivationally_related_form,01633343
4185,05836275,_hypernym,05835747
4186,05837957,_derivationally_related_form,00648977
4187,05837957,_hypernym,05945642
4188,05838176,_derivationally_related_form,00697589
4189,05838176,_derivationally_related_form,00699815
4190,05838176,_derivationally_related_form,00763399
4191,05838176,_hypernym,05837957
4192,05838765,_derivationally_related_form,00657260
4193,05838765,_hypernym,05835747
4194,05839024,_derivationally_related_form,00654625
4195,05839024,_hypernym,05838765
4196,05840650,_derivationally_related_form,00123170
4197,05845140,_derivationally_related_form,01621555
4198,05845140,_derivationally_related_form,01654628
4199,05845140,_hypernym,05839024
4200,05846054,_hypernym,05835747
4201,05849284,_derivationally_related_form,00956687
4202,05850823,_derivationally_related_form,01505254
4203,05850823,_derivationally_related_form,01807882
4204,05853449,_derivationally_related_form,01990281
4205,05854150,_derivationally_related_form,00011757
4206,05854150,_hypernym,05835747
4207,05854812,_derivationally_related_form,00829107
4208,05854812,_hypernym,05854150
4209,05867413,_hypernym,05835747
4210,05869857,_derivationally_related_form,00368109
4211,05872982,_hypernym,05835747
4212,05888929,_hypernym,05835747
4213,05891783,_derivationally_related_form,00633443
4214,05891783,_hypernym,05888929
4215,05898568,_derivationally_related_form,01638368
4216,05898568,_hypernym,05833840
4217,05908520,_derivationally_related_form,00706975
4218,05908520,_derivationally_related_form,00707956
4219,05908520,_hypernym,05907682
4220,05916739,_hypernym,05833840
4221,05917477,_hypernym,05916739
4222,05919866,_derivationally_related_form,00931852
4223,05919866,_derivationally_related_form,00955148
4224,05919866,_hypernym,05833840
4225,05922651,_derivationally_related_form,01026975
4226,05926676,_derivationally_related_form,00772967
4227,05926676,_derivationally_related_form,00836236
4228,05926676,_hypernym,05809192
4229,05928513,_derivationally_related_form,00623151
4230,05928513,_derivationally_related_form,00938247
4231,05928513,_hypernym,05926676
4232,05929008,_hypernym,00548802
4233,05930736,_derivationally_related_form,00142191
4234,05930736,_derivationally_related_form,00701040
4235,05930736,_hypernym,05726345
4236,05941037,_hypernym,05926676
4237,05941423,_derivationally_related_form,00683280
4238,05941423,_hypernym,05809192
4239,05943066,_derivationally_related_form,02464693
4240,05945508,_derivationally_related_form,10515194
4241,05945642,_derivationally_related_form,00690614
4242,05945642,_hypernym,05941423
4243,05952490,_hypernym,05941423
4244,05952979,_derivationally_related_form,00633443
4245,05952979,_hypernym,05941423
4246,05967977,_derivationally_related_form,10625860
4247,05967977,_hypernym,05952490
4248,05978159,_derivationally_related_form,01629958
4249,05978159,_hypernym,05967977
4250,05978623,_derivationally_related_form,01041762
4251,05978623,_derivationally_related_form,01629958
4252,05978623,_hypernym,05978159
4253,05982152,_derivationally_related_form,00708980
4254,05982152,_derivationally_related_form,01638368
4255,05984584,_derivationally_related_form,01771535
4256,05984584,_hypernym,05809192
4257,05986948,_derivationally_related_form,01131473
4258,05986948,_hypernym,05901508
4259,05989479,_has_part,05872982
4260,05989479,_has_part,05888929
4261,05993844,_hypernym,05989479
4262,05996646,_derivationally_related_form,00599992
4263,05996646,_derivationally_related_form,00607405
4264,05996646,_derivationally_related_form,03061081
4265,05999266,_hypernym,05809192
4266,05999797,_derivationally_related_form,10560637
4267,05999797,_has_part,05993844
4268,06000400,_hypernym,05999797
4269,06037298,_derivationally_related_form,09855630
4270,06037666,_derivationally_related_form,02665803
4271,06037666,_derivationally_related_form,09855630
4272,06037666,_hypernym,06037298
4273,06045562,_hypernym,06037298
4274,06057539,_derivationally_related_form,09792237
4275,06057539,_hypernym,06078327
4276,06075527,_derivationally_related_form,02734192
4277,06075527,_hypernym,06037666
4278,06080522,_derivationally_related_form,10429965
4279,06083243,_hypernym,06037666
4280,06090869,_derivationally_related_form,10428004
4281,06090869,_hypernym,06000400
4282,06095022,_hypernym,06090869
4283,06123363,_hypernym,05996646
4284,06182144,_derivationally_related_form,10705615
4285,06182144,_hypernym,05996646
4286,06193203,_hypernym,00023271
4287,06196584,_derivationally_related_form,02719399
4288,06196584,_hypernym,06193203
4289,06197664,_derivationally_related_form,01026975
4290,06197664,_hypernym,06196584
4291,06199702,_derivationally_related_form,00699815
4292,06199702,_derivationally_related_form,00947077
4293,06199702,_hypernym,06196584
4294,06200344,_derivationally_related_form,00065184
4295,06200344,_derivationally_related_form,00679389
4296,06200344,_hypernym,06200178
4297,06208021,_hypernym,06193203
4298,06208751,_derivationally_related_form,00690614
4299,06208751,_derivationally_related_form,02130300
4300,06208751,_hypernym,06208021
4301,06251781,_derivationally_related_form,02079933
4302,06251781,_hypernym,06252138
4303,06252138,_derivationally_related_form,00740577
4304,06252138,_hypernym,00030358
4305,06252954,_derivationally_related_form,00928630
4306,06252954,_hypernym,06251781
4307,06253140,_hypernym,06251781
4308,06253518,_derivationally_related_form,00968211
4309,06253518,_hypernym,06253140
4310,06254007,_derivationally_related_form,00968211
4311,06259898,_derivationally_related_form,02079933
4312,06260121,_derivationally_related_form,01435380
4313,06260121,_derivationally_related_form,01933900
4314,06282651,_hypernym,00033020
4315,06324475,_derivationally_related_form,00947077
4316,06324475,_hypernym,06291318
4317,06367373,_derivationally_related_form,00116619
4318,06367373,_derivationally_related_form,01635176
4319,06389230,_derivationally_related_form,01548718
4320,06428646,_derivationally_related_form,01548718
4321,06511874,_derivationally_related_form,00698855
4322,06511874,_derivationally_related_form,00699626
4323,06511874,_derivationally_related_form,01021420
4324,06511874,_hypernym,06470073
4325,06532330,_synset_domain_topic_of,08441203
4326,06539178,_synset_domain_topic_of,08441203
4327,06539770,_synset_domain_topic_of,08441203
4328,06598445,_derivationally_related_form,00599992
4329,06598915,_hypernym,00033020
4330,06601327,_derivationally_related_form,00931852
4331,06601327,_derivationally_related_form,00932324
4332,06601327,_hypernym,06598915
4333,06605396,_derivationally_related_form,00908672
4334,06605396,_hypernym,07151380
4335,06605897,_derivationally_related_form,00708980
4336,06605897,_derivationally_related_form,00955148
4337,06605897,_hypernym,06601327
4338,06619428,_derivationally_related_form,00968211
4339,06628861,_derivationally_related_form,00592883
4340,06628861,_derivationally_related_form,00892467
4341,06628861,_hypernym,06598915
4342,06633363,_derivationally_related_form,00894738
4343,06633363,_derivationally_related_form,01631830
4344,06633363,_hypernym,06628861
4345,06634239,_derivationally_related_form,02237338
4346,06634239,_hypernym,06628861
4347,06634239,_hypernym,06634095
4348,06634376,_derivationally_related_form,00831651
4349,06634376,_hypernym,06598915
4350,06643408,_derivationally_related_form,00820976
4351,06643408,_derivationally_related_form,01015244
4352,06648724,_derivationally_related_form,00772640
4353,06648724,_derivationally_related_form,00878136
4354,06648724,_hypernym,06643408
4355,06649567,_derivationally_related_form,00763399
4356,06649567,_hypernym,06648724
4357,06650070,_derivationally_related_form,01012073
4358,06650070,_hypernym,06634376
4359,06650701,_derivationally_related_form,00872886
4360,06650701,_hypernym,06598915
4361,06652242,_hypernym,06786629
4362,06652878,_hypernym,06652242
4363,06671637,_derivationally_related_form,00882948
4364,06671637,_hypernym,06671484
4365,06686736,_derivationally_related_form,00803815
4366,06686736,_derivationally_related_form,00882948
4367,06686736,_hypernym,06598915
4368,06687178,_derivationally_related_form,00806502
4369,06687178,_hypernym,06686736
4370,06691442,_hypernym,06686736
4371,06694540,_derivationally_related_form,00882948
4372,06694796,_derivationally_related_form,00956687
4373,06694796,_hypernym,06694540
4374,06711159,_derivationally_related_form,00862683
4375,06722453,_derivationally_related_form,01009240
4376,06722453,_hypernym,06598915
4377,06727616,_derivationally_related_form,00971650
4378,06731510,_derivationally_related_form,00878136
4379,06731510,_synset_domain_topic_of,08441203
4380,06732013,_derivationally_related_form,01632411
4381,06732013,_hypernym,06722453
4382,06738281,_derivationally_related_form,00965035
4383,06738281,_hypernym,06722453
4384,06740183,_derivationally_related_form,00894738
4385,06740183,_derivationally_related_form,00896141
4386,06740183,_derivationally_related_form,00896803
4387,06740183,_hypernym,06738281
4388,06740402,_derivationally_related_form,00770437
4389,06740402,_derivationally_related_form,01645601
4390,06740402,_hypernym,06740183
4391,06740644,_derivationally_related_form,00895304
4392,06740644,_derivationally_related_form,00896141
4393,06740644,_derivationally_related_form,00904690
4394,06740644,_hypernym,06740183
4395,06740919,_derivationally_related_form,01631830
4396,06740919,_derivationally_related_form,09798534
4397,06740919,_hypernym,06740644
4398,06741305,_derivationally_related_form,00893435
4399,06741305,_derivationally_related_form,00893741
4400,06741305,_derivationally_related_form,00894738
4401,06741305,_derivationally_related_form,00905852
4402,06741305,_hypernym,06740644
4403,06756407,_derivationally_related_form,00202236
4404,06756407,_derivationally_related_form,00835903
4405,06756407,_derivationally_related_form,02461723
4406,06757057,_derivationally_related_form,00835294
4407,06757891,_derivationally_related_form,01634424
4408,06757891,_derivationally_related_form,01635176
4409,06757891,_derivationally_related_form,10075529
4410,06757891,_hypernym,06756407
4411,06770275,_hypernym,06722453
4412,06782019,_derivationally_related_form,01027668
4413,06782019,_hypernym,06598915
4414,06782680,_derivationally_related_form,00631737
4415,06782680,_derivationally_related_form,00633443
4416,06782680,_derivationally_related_form,00672433
4417,06782680,_hypernym,06782019
4418,06783598,_hypernym,06722453
4419,06786629,_derivationally_related_form,02981759
4420,06786629,_hypernym,06598915
4421,06797169,_hypernym,00033020
4422,06797671,_derivationally_related_form,00921300
4423,06887726,_hypernym,00033020
4424,06891022,_derivationally_related_form,00772967
4425,06891022,_derivationally_related_form,00989602
4426,06891022,_derivationally_related_form,02148788
4427,06891022,_hypernym,06887726
4428,07109019,_hypernym,00033020
4429,07109196,_hypernym,07109019
4430,07109196,_synset_domain_topic_of,06282651
4431,07129867,_derivationally_related_form,00941990
4432,07129867,_derivationally_related_form,00963570
4433,07133701,_derivationally_related_form,00964694
4434,07133701,_derivationally_related_form,09961999
4435,07133701,_hypernym,07109196
4436,07138915,_derivationally_related_form,00689344
4437,07138915,_derivationally_related_form,00813044
4438,07138915,_hypernym,07138085
4439,07139316,_derivationally_related_form,00941990
4440,07139316,_derivationally_related_form,00962447
4441,07139316,_hypernym,07138085
4442,07139700,_derivationally_related_form,00858781
4443,07140659,_derivationally_related_form,00813978
4444,07140659,_hypernym,07109196
4445,07140978,_derivationally_related_form,00714884
4446,07140978,_derivationally_related_form,00772640
4447,07140978,_derivationally_related_form,00773432
4448,07140978,_derivationally_related_form,00812580
4449,07140978,_hypernym,07140659
4450,07142365,_derivationally_related_form,00812580
4451,07142365,_derivationally_related_form,00813044
4452,07149836,_derivationally_related_form,02259829
4453,07150138,_derivationally_related_form,00774344
4454,07150138,_derivationally_related_form,02259547
4455,07151380,_hypernym,07109196
4456,07151892,_derivationally_related_form,02897524
4457,07151892,_hypernym,07151380
4458,07159791,_derivationally_related_form,01064560
4459,07159791,_derivationally_related_form,01130455
4460,07159791,_derivationally_related_form,02586458
4461,07160116,_derivationally_related_form,01629958
4462,07160116,_hypernym,07159791
4463,07160296,_derivationally_related_form,01629958
4464,07160296,_hypernym,07160116
4465,07161429,_derivationally_related_form,00875394
4466,07161429,_hypernym,07160883
4467,07162194,_hypernym,06598915
4468,07162680,_derivationally_related_form,00875394
4469,07162680,_derivationally_related_form,00927430
4470,07162680,_derivationally_related_form,02297142
4471,07162680,_hypernym,07162194
4472,07169353,_derivationally_related_form,01097960
4473,07169353,_synset_domain_topic_of,08199025
4474,07170467,_derivationally_related_form,00746718
4475,07170753,_hypernym,06738281
4476,07175241,_derivationally_related_form,00805376
4477,07175241,_derivationally_related_form,01035530
4478,07175241,_hypernym,07160883
4479,07177924,_derivationally_related_form,00698855
4480,07177924,_hypernym,06770275
4481,07180183,_derivationally_related_form,00805376
4482,07180183,_hypernym,07175241
4483,07180787,_derivationally_related_form,00804802
4484,07181043,_derivationally_related_form,02701775
4485,07181043,_hypernym,07180787
4486,07181546,_derivationally_related_form,00804802
4487,07181935,_derivationally_related_form,00775156
4488,07181935,_derivationally_related_form,00804802
4489,07181935,_derivationally_related_form,00869126
4490,07181935,_hypernym,07180787
4491,07183151,_derivationally_related_form,00601783
4492,07183151,_derivationally_related_form,00773432
4493,07183151,_derivationally_related_form,00775156
4494,07183151,_derivationally_related_form,00869126
4495,07183151,_hypernym,07181935
4496,07184149,_derivationally_related_form,00774344
4497,07184149,_derivationally_related_form,00775156
4498,07184149,_hypernym,07181935
4499,07184391,_hypernym,07183151
4500,07199565,_derivationally_related_form,00815686
4501,07199565,_hypernym,07160883
4502,07200527,_derivationally_related_form,00815686
4503,07200527,_hypernym,07199565
4504,07201365,_hypernym,07160883
4505,07201804,_derivationally_related_form,00956687
4506,07201804,_derivationally_related_form,02611630
4507,07203126,_derivationally_related_form,00878136
4508,07203126,_derivationally_related_form,01009240
4509,07203126,_derivationally_related_form,01011725
4510,07203126,_hypernym,07160883
4511,07204401,_hypernym,07160883
4512,07205573,_derivationally_related_form,02212825
4513,07205573,_hypernym,07204401
4514,07207273,_hypernym,07160883
4515,07207410,_derivationally_related_form,00757544
4516,07207410,_hypernym,07207273
4517,07208000,_derivationally_related_form,00798539
4518,07208000,_derivationally_related_form,01131197
4519,07208000,_derivationally_related_form,01506157
4520,07208338,_hypernym,07160883
4521,07209305,_derivationally_related_form,00804802
4522,07209305,_hypernym,07208338
4523,07209305,_synset_domain_topic_of,08441203
4524,07212190,_derivationally_related_form,00831651
4525,07212190,_hypernym,07160883
4526,07213395,_hypernym,07160883
4527,07214432,_derivationally_related_form,00721437
4528,07214432,_derivationally_related_form,02128066
4529,07214432,_derivationally_related_form,02154508
4530,07214432,_derivationally_related_form,02286687
4531,07214432,_hypernym,07213395
4532,07234230,_derivationally_related_form,00842989
4533,07234230,_derivationally_related_form,00843468
4534,07237758,_derivationally_related_form,02636921
4535,07237758,_hypernym,07234230
4536,07238102,_derivationally_related_form,02636921
4537,07242104,_derivationally_related_form,00775156
4538,07242104,_derivationally_related_form,00812580
4539,07245125,_derivationally_related_form,00766418
4540,07246036,_derivationally_related_form,00765649
4541,07246036,_derivationally_related_form,00858781
4542,07246036,_hypernym,07245125
4543,07247071,_derivationally_related_form,00976653
4544,07248801,_derivationally_related_form,00976653
4545,07250339,_derivationally_related_form,00968211
4546,07251619,_derivationally_related_form,00771961
4547,07251619,_hypernym,06691442
4548,07251984,_derivationally_related_form,02554922
4549,07252378,_derivationally_related_form,00765649
4550,07252378,_derivationally_related_form,01230710
4551,07252378,_derivationally_related_form,01241073
4552,07252378,_derivationally_related_form,01818835
4553,07252378,_derivationally_related_form,02554647
4554,07252378,_hypernym,06691442
4555,07252764,_derivationally_related_form,00794079
4556,07252764,_hypernym,06691442
4557,07272172,_derivationally_related_form,00971650
4558,07283608,_derivationally_related_form,00339934
4559,07283608,_hypernym,00029378
4560,07290905,_derivationally_related_form,00348746
4561,07290905,_hypernym,07283608
4562,07292694,_derivationally_related_form,02634265
4563,07292694,_hypernym,07291312
4564,07296428,_derivationally_related_form,00109660
4565,07296428,_derivationally_related_form,00123170
4566,07296428,_derivationally_related_form,00126264
4567,07296428,_derivationally_related_form,00169806
4568,07296428,_hypernym,07283608
4569,07309781,_hypernym,07283608
4570,07311115,_derivationally_related_form,01841079
4571,07311115,_hypernym,07309781
4572,07314277,_derivationally_related_form,00339934
4573,07323922,_hypernym,07290905
4574,07324380,_derivationally_related_form,01627355
4575,07324380,_hypernym,07290905
4576,07324673,_derivationally_related_form,00125841
4577,07324673,_derivationally_related_form,00426581
4578,07325190,_derivationally_related_form,00345761
4579,07325190,_derivationally_related_form,00348746
4580,07325190,_derivationally_related_form,01628449
4581,07325190,_derivationally_related_form,01650610
4582,07325190,_derivationally_related_form,02379528
4583,07325190,_derivationally_related_form,02600948
4584,07325190,_derivationally_related_form,02608347
4585,07325190,_derivationally_related_form,02608823
4586,07325190,_hypernym,07290905
4587,07326557,_derivationally_related_form,00770437
4588,07326557,_derivationally_related_form,01645601
4589,07326557,_hypernym,07323922
4590,07328942,_derivationally_related_form,01640207
4591,07328942,_derivationally_related_form,01753788
4592,07328942,_hypernym,07290905
4593,07335097,_derivationally_related_form,01661804
4594,07339329,_derivationally_related_form,01236164
4595,07339329,_derivationally_related_form,02569790
4596,07339329,_hypernym,07283608
4597,07348399,_derivationally_related_form,01974062
4598,07348399,_derivationally_related_form,01990281
4599,07357388,_derivationally_related_form,00205046
4600,07357388,_derivationally_related_form,02554922
4601,07361128,_derivationally_related_form,01989053
4602,07361128,_hypernym,07283608
4603,07363346,_hypernym,07311115
4604,07363883,_derivationally_related_form,01989873
4605,07365849,_derivationally_related_form,02559752
4606,07365849,_hypernym,07291312
4607,07370125,_hypernym,07311115
4608,07370270,_derivationally_related_form,01970826
4609,07370410,_derivationally_related_form,00155143
4610,07370410,_derivationally_related_form,00433232
4611,07370410,_hypernym,07445480
4612,07370671,_derivationally_related_form,01968569
4613,07370671,_derivationally_related_form,01973759
4614,07370671,_derivationally_related_form,01974062
4615,07370671,_hypernym,07445480
4616,07372779,_derivationally_related_form,01999423
4617,07372779,_hypernym,07445265
4618,07373602,_derivationally_related_form,00367685
4619,07409592,_derivationally_related_form,01205696
4620,07409592,_derivationally_related_form,01206218
4621,07409592,_derivationally_related_form,01206849
4622,07409592,_hypernym,07339329
4623,07423365,_derivationally_related_form,00125841
4624,07423365,_derivationally_related_form,00146138
4625,07423365,_derivationally_related_form,02626604
4626,07429976,_derivationally_related_form,01993352
4627,07429976,_hypernym,07370125
4628,07440979,_derivationally_related_form,02045043
4629,07445265,_derivationally_related_form,01992503
4630,07445265,_hypernym,07311115
4631,07445480,_derivationally_related_form,01968569
4632,07445480,_derivationally_related_form,02644050
4633,07445480,_hypernym,07311115
4634,07445896,_derivationally_related_form,00968211
4635,07445896,_derivationally_related_form,01378556
4636,07445896,_derivationally_related_form,02060141
4637,07445896,_derivationally_related_form,02082690
4638,07452699,_derivationally_related_form,02426171
4639,07452699,_hypernym,07450842
4640,07456638,_hypernym,07456188
4641,07467846,_derivationally_related_form,01079480
4642,07467846,_derivationally_related_form,02486932
4643,07467846,_has_part,00439826
4644,07467846,_hypernym,07456638
4645,07477945,_derivationally_related_form,01989053
4646,07477945,_hypernym,07283608
4647,07480068,_hypernym,00026192
4648,07491286,_derivationally_related_form,01806505
4649,07497976,_derivationally_related_form,01806505
4650,07501545,_hypernym,00026192
4651,07514345,_derivationally_related_form,01761706
4652,07514345,_derivationally_related_form,01770802
4653,07518468,_derivationally_related_form,01787955
4654,07518468,_hypernym,07518261
4655,07528212,_derivationally_related_form,01772960
4656,07528470,_derivationally_related_form,01762528
4657,07528470,_derivationally_related_form,01796346
4658,07528470,_derivationally_related_form,02117333
4659,07546465,_derivationally_related_form,01774136
4660,07546465,_hypernym,07480068
4661,07547805,_hypernym,07546465
4662,07548366,_derivationally_related_form,01807314
4663,07548366,_derivationally_related_form,09773245
4664,07548366,_hypernym,07501545
4665,07548366,_hypernym,07547805
4666,07550369,_hypernym,07546465
4667,07550666,_derivationally_related_form,01793177
4668,07550666,_hypernym,07550369
4669,07939638,_derivationally_related_form,00654625
4670,07939638,_derivationally_related_form,00657260
4671,07939638,_derivationally_related_form,00739662
4672,07951464,_derivationally_related_form,02304982
4673,07963987,_derivationally_related_form,01462005
4674,07965085,_hypernym,07950920
4675,07993109,_derivationally_related_form,02665803
4676,07993279,_hypernym,07951464
4677,07997703,_derivationally_related_form,00654625
4678,07997703,_derivationally_related_form,00657260
4679,07997703,_derivationally_related_form,00739662
4680,07997703,_hypernym,07951464
4681,08008335,_derivationally_related_form,01651444
4682,08008335,_derivationally_related_form,02434238
4683,08008335,_derivationally_related_form,02448185
4684,08060446,_derivationally_related_form,01621555
4685,08060446,_derivationally_related_form,01653442
4686,08060446,_hypernym,08061042
4687,08061042,_synset_domain_topic_of,01094725
4688,08064130,_derivationally_related_form,01129876
4689,08064130,_hypernym,08008335
4690,08081403,_derivationally_related_form,01127795
4691,08081403,_synset_domain_topic_of,00523513
4692,08132637,_synset_domain_topic_of,00883297
4693,08164585,_derivationally_related_form,00404642
4694,08164585,_derivationally_related_form,00710005
4695,08164585,_derivationally_related_form,02432530
4696,08164585,_hypernym,07965085
4697,08164585,_member_meronym,08381636
4698,08189659,_derivationally_related_form,00368109
4699,08199025,_hypernym,08208016
4700,08199025,_member_meronym,08242100
4701,08233056,_derivationally_related_form,02434238
4702,08233056,_hypernym,08008335
4703,08310389,_derivationally_related_form,02428924
4704,08310389,_derivationally_related_form,02486932
4705,08310389,_derivationally_related_form,02598143
4706,08358594,_derivationally_related_form,00327031
4707,08358594,_derivationally_related_form,02685299
4708,08358594,_hypernym,08359949
4709,08376051,_hypernym,08008335
4710,08381436,_derivationally_related_form,09623038
4711,08381436,_hypernym,07965085
4712,08406486,_derivationally_related_form,02427103
4713,08406486,_hypernym,08054721
4714,08441203,_has_part,06532330
4715,08441203,_hypernym,07951464
4716,08462320,_derivationally_related_form,00831651
4717,08462320,_hypernym,07951464
4718,08478482,_derivationally_related_form,01850315
