head,tail,relation
105795,911522,bought_together
911769,2059134,bought_together
865403,911769,bought_together
912805,1869172,bought_together
912878,2329931,bought_together
915234,1111698,bought_together
110067,915234,bought_together
915234,1010838,bought_together
134541,915755,bought_together
915755,2137800,bought_together
915755,1169686,bought_together
916055,1959410,bought_together
188054,916055,bought_together
29809,916055,bought_together
916654,2102783,bought_together
48321,916654,bought_together
916654,1944340,bought_together
70730,917156,bought_together
111922,917156,bought_together
917156,2425857,bought_together
917795,951130,bought_together
107388,917795,bought_together
917795,2386635,bought_together
917795,2127859,bought_together
918163,939696,bought_together
918163,1715619,bought_together
918163,1019853,bought_together
918802,1680018,bought_together
745978,918802,bought_together
74509,918802,bought_together
920692,985210,bought_together
920692,1067003,bought_together
925109,1924290,bought_together
925440,971541,bought_together
925440,1470849,bought_together
925440,2216690,bought_together
925655,1468390,bought_together
926505,1280642,bought_together
926505,1904388,bought_together
121831,926505,bought_together
757406,926505,bought_together
926505,2244497,bought_together
927034,2444880,bought_together
927034,1088702,bought_together
927034,2028437,bought_together
927108,2140681,bought_together
927108,1657218,bought_together
99115,927108,bought_together
4836,930285,bought_together
113886,930285,bought_together
932474,2088072,bought_together
932474,1143965,bought_together
102408,932474,bought_together
933231,1888048,bought_together
933231,1322316,bought_together
933231,2081899,bought_together
67373,933381,bought_together
933959,2404130,bought_together
933959,2013613,bought_together
933959,1197434,bought_together
934647,2138587,bought_together
934753,1487529,bought_together
935287,1127587,bought_together
102701,935851,bought_together
120605,935851,bought_together
935851,1492000,bought_together
460754,935851,bought_together
936290,1855473,bought_together
936290,1000515,bought_together
936290,2110783,bought_together
936290,2337377,bought_together
434128,936397,bought_together
936799,1018062,bought_together
936885,2367025,bought_together
936885,2104296,bought_together
28692,936885,bought_together
340841,936885,bought_together
936885,1421355,bought_together
937565,1252743,bought_together
479988,937565,bought_together
937565,1993451,bought_together
937565,1759237,bought_together
906834,937565,bought_together
937565,939214,bought_together
627328,937565,bought_together
937648,1675858,bought_together
937648,1067003,bought_together
938695,1553255,bought_together
938695,1071669,bought_together
939214,1944340,bought_together
906834,939214,bought_together
939214,1759237,bought_together
939214,1439242,bought_together
939214,1979055,bought_together
939214,1252743,bought_together
939214,1993451,bought_together
630505,939214,bought_together
939696,1715619,bought_together
939696,1019853,bought_together
129479,939696,bought_together
941623,2139010,bought_together
941686,1570924,bought_together
16908,941686,bought_together
275884,943245,bought_together
159756,943245,bought_together
943245,1973415,bought_together
943834,2412848,bought_together
944173,2106463,bought_together
818365,944553,bought_together
944553,995796,bought_together
944553,1339293,bought_together
944636,1849201,bought_together
839195,944636,bought_together
945285,1289093,bought_together
945285,2249628,bought_together
945801,2168039,bought_together
22345,945801,bought_together
945801,1868410,bought_together
945801,1690911,bought_together
946500,1570924,bought_together
946500,2285702,bought_together
947006,1285817,bought_together
947006,1517331,bought_together
947080,961725,bought_together
72345,949252,bought_together
153433,950872,bought_together
164249,950872,bought_together
174934,951052,bought_together
215952,951052,bought_together
8835,951052,bought_together
178692,951052,bought_together
92040,951052,bought_together
170229,951130,bought_together
99565,951130,bought_together
166836,951130,bought_together
57592,951225,bought_together
951710,1451486,bought_together
951710,2030716,bought_together
951710,1679961,bought_together
951710,1495793,bought_together
951710,1415452,bought_together
952632,1184781,bought_together
146983,952803,bought_together
80092,952803,bought_together
175213,952803,bought_together
516446,953445,bought_together
953445,2228258,bought_together
412736,953445,bought_together
953445,2190552,bought_together
953445,1469977,bought_together
955221,1613254,bought_together
955221,1088430,bought_together
955221,1744521,bought_together
187958,956303,bought_together
956303,1601462,bought_together
130894,956303,bought_together
183158,956303,bought_together
956303,1196427,bought_together
322117,956303,bought_together
956303,1180251,bought_together
957201,1501384,bought_together
957218,1963176,bought_together
152523,957218,bought_together
958484,1216361,bought_together
149548,958815,bought_together
189575,958815,bought_together
103043,958815,bought_together
52319,958815,bought_together
41572,958815,bought_together
958999,2010680,bought_together
958999,1123563,bought_together
959930,2366243,bought_together
959930,1381725,bought_together
313890,959930,bought_together
685627,959930,bought_together
960372,2127054,bought_together
960372,2227557,bought_together
961725,1394141,bought_together
149741,962809,bought_together
749275,962809,bought_together
963857,1863021,bought_together
964470,1083205,bought_together
964470,1277362,bought_together
964470,2208326,bought_together
343805,964925,bought_together
134882,964925,bought_together
93239,966213,bought_together
183158,966213,bought_together
172303,966270,bought_together
966969,2384418,bought_together
967209,2170416,bought_together
967209,2095403,bought_together
967539,2038699,bought_together
968206,2268168,bought_together
189827,968206,bought_together
968206,1940211,bought_together
968748,2111074,bought_together
39004,968893,bought_together
83504,969133,bought_together
969133,1697691,bought_together
969153,1543049,bought_together
969153,1955458,bought_together
971541,2216690,bought_together
135237,971541,bought_together
971757,2230128,bought_together
971757,2027202,bought_together
971842,2399393,bought_together
850414,971842,bought_together
971842,1529893,bought_together
432842,971842,bought_together
793150,971842,bought_together
971842,2117840,bought_together
108786,971928,bought_together
472998,971928,bought_together
587270,971928,bought_together
971928,1349547,bought_together
971930,2283917,bought_together
971930,1736016,bought_together
265617,971930,bought_together
781384,971930,bought_together
971930,2226570,bought_together
973154,1201281,bought_together
410128,973154,bought_together
35547,973154,bought_together
146331,973765,bought_together
140121,973765,bought_together
973934,1155638,bought_together
973934,1373517,bought_together
973934,1832465,bought_together
973934,1831224,bought_together
974293,1178530,bought_together
974293,1321866,bought_together
974293,1239463,bought_together
224101,974389,bought_together
105002,974389,bought_together
975440,1948301,bought_together
975896,1455957,bought_together
975896,1037916,bought_together
976339,1916739,bought_together
976339,1054179,bought_together
33836,976339,bought_together
976421,2299608,bought_together
977116,2397419,bought_together
977116,1436435,bought_together
977164,1473038,bought_together
977164,1012107,bought_together
977164,2059134,bought_together
977164,1321419,bought_together
978984,2382473,bought_together
978984,1574325,bought_together
981389,2222384,bought_together
981389,2046219,bought_together
983432,2374737,bought_together
983432,1859016,bought_together
983432,2085161,bought_together
48921,983808,bought_together
984067,1647052,bought_together
984067,1550320,bought_together
984067,2034507,bought_together
984132,2434880,bought_together
984593,1993195,bought_together
984593,2257278,bought_together
984593,2006377,bought_together
984593,2040626,bought_together
114080,985210,bought_together
170229,985210,bought_together
124225,986050,bought_together
72345,986050,bought_together
61339,986050,bought_together
990251,1976769,bought_together
33695,990251,bought_together
139721,990251,bought_together
14455,990251,bought_together
32845,990251,bought_together
991934,1356239,bought_together
91344,991934,bought_together
992196,1304165,bought_together
992196,1438665,bought_together
992196,1758892,bought_together
993410,2142028,bought_together
993410,2404515,bought_together
270271,993410,bought_together
993410,2278784,bought_together
592980,993621,bought_together
993621,1761174,bought_together
176129,993621,bought_together
993855,2208395,bought_together
759739,993855,bought_together
627037,993855,bought_together
993855,1023644,bought_together
995076,1994822,bought_together
63355,995076,bought_together
995796,1339293,bought_together
995796,2038699,bought_together
818365,995796,bought_together
967539,995796,bought_together
175907,996710,bought_together
996710,2077111,bought_together
998313,2412173,bought_together
57308,998313,bought_together
998313,1981939,bought_together
998313,1416291,bought_together
998313,1694304,bought_together
998555,2056115,bought_together
998861,1273882,bought_together
998861,2407876,bought_together
999543,2055702,bought_together
999543,1389199,bought_together
999543,1072066,bought_together
999543,2186708,bought_together
999543,1535269,bought_together
999543,1267626,bought_together
783460,1000183,bought_together
1000515,1855473,bought_together
1000515,2110783,bought_together
1000575,1768461,bought_together
1001725,1452117,bought_together
7454,1003572,bought_together
1004792,2356358,bought_together
1004792,1089062,bought_together
1004792,1090554,bought_together
795693,1004861,bought_together
1004861,1689558,bought_together
774918,1004861,bought_together
1005473,1299510,bought_together
1005473,2203338,bought_together
1005473,1577943,bought_together
310739,1005473,bought_together
4256,1005473,bought_together
1005473,1817518,bought_together
10457,1006577,bought_together
1007311,1483776,bought_together
1007311,1133074,bought_together
1007311,2075633,bought_together
1007311,1815503,bought_together
1008690,2396815,bought_together
1008690,1442719,bought_together
102408,1009439,bought_together
861752,1009439,bought_together
932474,1009439,bought_together
1009439,1143965,bought_together
1010264,2444880,bought_together
1010264,1564165,bought_together
581666,1010264,bought_together
927034,1010264,bought_together
1010264,1088702,bought_together
1010336,1623041,bought_together
1010336,1840230,bought_together
1011768,1868985,bought_together
1011768,1608938,bought_together
1011768,1723365,bought_together
516240,1011768,bought_together
199539,1011768,bought_together
1012107,1473038,bought_together
1012107,2059134,bought_together
1012425,1040464,bought_together
1012425,1736055,bought_together
14612,1012425,bought_together
1012425,1480138,bought_together
91630,1012671,bought_together
104790,1012671,bought_together
89218,1012671,bought_together
1014972,2328142,bought_together
1014972,2066155,bought_together
1014972,1445359,bought_together
541244,1016447,bought_together
38648,1016650,bought_together
1016650,1591464,bought_together
183196,1017090,bought_together
1017090,2332993,bought_together
1017090,2303538,bought_together
157438,1017548,bought_together
149851,1017548,bought_together
1017548,1321688,bought_together
1017625,1916862,bought_together
1017625,1206083,bought_together
59048,1017625,bought_together
132253,1017625,bought_together
144319,1017625,bought_together
177170,1018062,bought_together
159478,1018062,bought_together
59048,1018062,bought_together
1018185,1848019,bought_together
1018185,2265872,bought_together
1018399,1865952,bought_together
1018399,1715480,bought_together
1019853,1715619,bought_together
129479,1019853,bought_together
1020204,1256984,bought_together
1020667,1827955,bought_together
1020667,1733997,bought_together
1020667,1117105,bought_together
1020667,2289729,bought_together
222551,1020667,bought_together
1020802,1381812,bought_together
1021008,2297011,bought_together
1021008,1101066,bought_together
122059,1021008,bought_together
10115,1021008,bought_together
264872,1021008,bought_together
1021634,2260164,bought_together
1021634,1900659,bought_together
1021634,1517357,bought_together
1021634,2432425,bought_together
1021764,1362055,bought_together
1021968,1468390,bought_together
1021968,1734273,bought_together
1022145,2296530,bought_together
1022145,1214956,bought_together
1022145,1714944,bought_together
1022145,2002120,bought_together
1022145,2311676,bought_together
1022175,1071669,bought_together
33142,1022175,bought_together
1022175,1553255,bought_together
1022175,1262240,bought_together
1022544,2257390,bought_together
110201,1022544,bought_together
1022544,1170725,bought_together
1022544,1806539,bought_together
1022597,2413257,bought_together
1022597,2332051,bought_together
1022597,1932012,bought_together
1023424,1397581,bought_together
117612,1023644,bought_together
1024802,1973542,bought_together
1027192,2336650,bought_together
1027192,1124244,bought_together
1027192,2282043,bought_together
1027192,1737059,bought_together
1027731,2359280,bought_together
1027731,2101886,bought_together
99722,1028812,bought_together
405331,1028812,bought_together
735794,1028812,bought_together
118128,1028812,bought_together
1031341,1153410,bought_together
188980,1031341,bought_together
1031341,2053940,bought_together
110131,1031600,bought_together
171579,1031600,bought_together
163335,1031600,bought_together
63355,1031947,bought_together
1031947,1994822,bought_together
995076,1031947,bought_together
23325,1032481,bought_together
1032481,2369920,bought_together
76227,1032588,bought_together
172416,1032588,bought_together
1032588,1392997,bought_together
1032588,2066486,bought_together
555267,1032588,bought_together
161381,1032951,bought_together
128445,1034290,bought_together
1034290,1263348,bought_together
1034570,1581540,bought_together
1035180,1942065,bought_together
1035697,1717710,bought_together
404444,1036991,bought_together
1036991,2412848,bought_together
1036991,1599850,bought_together
69896,1036991,bought_together
194676,1036991,bought_together
1037916,1455957,bought_together
1038612,2215910,bought_together
1038612,1320798,bought_together
1039900,1614568,bought_together
1039900,2073371,bought_together
1039900,2134260,bought_together
103613,1039900,bought_together
1040378,2117574,bought_together
1040378,1474765,bought_together
155234,1040378,bought_together
1040378,1300156,bought_together
1040464,1480138,bought_together
175907,1040464,bought_together
1041122,1268574,bought_together
1041122,1364392,bought_together
199188,1041551,bought_together
204795,1041551,bought_together
1042478,1487529,bought_together
146753,1042664,bought_together
137946,1042942,bought_together
614490,1042942,bought_together
164260,1044032,bought_together
29809,1044032,bought_together
97838,1044032,bought_together
174753,1044032,bought_together
188054,1044032,bought_together
1044374,1889571,bought_together
1044374,1808637,bought_together
1045317,2092012,bought_together
99323,1048659,bought_together
61654,1048689,bought_together
34863,1048689,bought_together
1048689,2237982,bought_together
1048689,2349560,bought_together
74955,1049497,bought_together
65484,1049497,bought_together
1050904,1437580,bought_together
1052145,2251331,bought_together
1052145,1480946,bought_together
1052145,1821117,bought_together
1052612,2251813,bought_together
1052612,1460656,bought_together
1052612,1588122,bought_together
25858,1052778,bought_together
1053375,2319609,bought_together
577934,1053375,bought_together
1053375,1206836,bought_together
730808,1053375,bought_together
1053599,1960336,bought_together
1053746,1546586,bought_together
1053746,1552637,bought_together
1053746,2416152,bought_together
67428,1054150,bought_together
30716,1054179,bought_together
1054179,1711484,bought_together
1054773,1663054,bought_together
1054773,1577963,bought_together
1054773,2073082,bought_together
1055628,1227377,bought_together
1055628,1466705,bought_together
1055628,1357173,bought_together
1056767,2194154,bought_together
1056767,1203555,bought_together
1057083,2023141,bought_together
1057083,1622580,bought_together
1057083,1232768,bought_together
1057616,1640387,bought_together
961725,1059025,bought_together
1061597,2356358,bought_together
546484,1063163,bought_together
152639,1063163,bought_together
1063163,1129802,bought_together
1066079,1707169,bought_together
1066079,1350462,bought_together
1066540,2312522,bought_together
1066540,2170889,bought_together
1067003,1675858,bought_together
985210,1067003,bought_together
1067023,2001922,bought_together
1067023,2091867,bought_together
1067023,1924068,bought_together
1067023,2400017,bought_together
1067265,1864384,bought_together
1067993,1448563,bought_together
1067993,1375598,bought_together
1067993,1521535,bought_together
1069473,2140328,bought_together
149556,1069473,bought_together
1069473,2002886,bought_together
146331,1069473,bought_together
1069473,1805324,bought_together
3803,1069473,bought_together
1069880,2143109,bought_together
1069880,1506704,bought_together
14714,1070029,bought_together
40662,1070029,bought_together
1070029,2400571,bought_together
137051,1070029,bought_together
76671,1070029,bought_together
24822,1070540,bought_together
1070540,1461056,bought_together
1070540,2186447,bought_together
1070743,2286475,bought_together
1070743,1239741,bought_together
1071669,1553255,bought_together
1071669,1764368,bought_together
33142,1071669,bought_together
135505,1071789,bought_together
153433,1071789,bought_together
1072054,1131536,bought_together
1072054,1654563,bought_together
653535,1072054,bought_together
1072054,2098202,bought_together
36738,1072054,bought_together
321622,1072127,bought_together
1072127,2387357,bought_together
827931,1072127,bought_together
1072635,1306251,bought_together
1072635,2224578,bought_together
1073519,1359429,bought_together
1073519,1105850,bought_together
915234,1075005,bought_together
1075005,1111698,bought_together
131440,1080013,bought_together
177928,1080013,bought_together
694826,1080013,bought_together
997759,1080013,bought_together
1035393,1080013,bought_together
95147,1080048,bought_together
41482,1081148,bought_together
211749,1081148,bought_together
1081148,1604497,bought_together
1081148,1967870,bought_together
1082489,2318932,bought_together
1083205,1277362,bought_together
1084142,2179725,bought_together
117379,1084643,bought_together
1084643,2072713,bought_together
892071,1084643,bought_together
810201,1084643,bought_together
60175,1084643,bought_together
1084858,2058681,bought_together
195941,1085373,bought_together
927339,1085804,bought_together
1085804,2094935,bought_together
1086389,1785605,bought_together
216362,1086389,bought_together
1086389,1643784,bought_together
112863,1087141,bought_together
1087141,1963176,bought_together
1087141,1301431,bought_together
1088430,1613254,bought_together
1088430,1744521,bought_together
1088617,1732342,bought_together
1088702,2444880,bought_together
1088984,2384785,bought_together
23325,1088984,bought_together
209534,1088984,bought_together
137145,1088984,bought_together
1088984,1546662,bought_together
103371,1089062,bought_together
1072066,1089062,bought_together
1090554,2356358,bought_together
103371,1090554,bought_together
1091421,1559935,bought_together
1091421,1493841,bought_together
1091421,2262803,bought_together
1095759,1789710,bought_together
883881,1096375,bought_together
1096375,1588028,bought_together
459952,1096375,bought_together
67373,1096375,bought_together
401956,1096375,bought_together
1098207,2354775,bought_together
1098347,1344485,bought_together
1098857,2431406,bought_together
1098857,1875439,bought_together
1100068,1719003,bought_together
853861,1100068,bought_together
108473,1100068,bought_together
1100191,1623041,bought_together
1100191,1840230,bought_together
1010336,1100191,bought_together
333765,1100191,bought_together
356233,1100191,bought_together
122059,1101066,bought_together
95094,1101066,bought_together
553661,1101174,bought_together
1101174,1701539,bought_together
567462,1101174,bought_together
1101174,1343797,bought_together
128833,1101174,bought_together
1102672,1839772,bought_together
152743,1104592,bought_together
1105850,1359429,bought_together
1106213,2017479,bought_together
1107418,2076122,bought_together
1107418,1298573,bought_together
124225,1107418,bought_together
1107507,1864384,bought_together
1107507,1518654,bought_together
1107507,1386561,bought_together
1067265,1107507,bought_together
1108378,1658278,bought_together
1108378,1749423,bought_together
1108378,2058869,bought_together
1108378,1868410,bought_together
1108387,1452117,bought_together
1108825,2143444,bought_together
56447,1108825,bought_together
111828,1108825,bought_together
179220,1108825,bought_together
33836,1108825,bought_together
1109394,1559935,bought_together
1091421,1109394,bought_together
1109394,1493841,bought_together
1109394,2262803,bought_together
1109710,2336953,bought_together
1109710,1336819,bought_together
1109710,1670823,bought_together
1109710,2015516,bought_together
44534,1109710,bought_together
1110054,1505451,bought_together
33093,1110941,bought_together
1111405,1558152,bought_together
122509,1111698,bought_together
1112000,1282440,bought_together
203568,1112000,bought_together
91854,1112884,bought_together
1112884,1627747,bought_together
13499,1112884,bought_together
444138,1112884,bought_together
1112894,1765960,bought_together
693351,1112894,bought_together
1113116,1613254,bought_together
1113116,2226570,bought_together
1113116,1314776,bought_together
1113116,2315686,bought_together
1113661,2017545,bought_together
1113661,2209268,bought_together
1113661,1771446,bought_together
775664,1114224,bought_together
238247,1116038,bought_together
1116038,2122544,bought_together
1116052,1892210,bought_together
1116383,1863021,bought_together
1116383,1208389,bought_together
1117105,2289729,bought_together
1117105,1827955,bought_together
1117373,1953570,bought_together
1117373,2039561,bought_together
1117373,2019837,bought_together
1118584,1357020,bought_together
1118584,1602060,bought_together
1121313,2400017,bought_together
1121313,1924068,bought_together
871313,1121313,bought_together
1121313,2001922,bought_together
1067023,1121313,bought_together
1121517,1833188,bought_together
1121517,2047063,bought_together
1121517,1331036,bought_together
1121517,1576834,bought_together
6343,1121726,bought_together
1121726,1612601,bought_together
1123563,2010680,bought_together
1124244,2336650,bought_together
1124244,1148089,bought_together
1124347,2413898,bought_together
1124347,1823404,bought_together
1125471,1294732,bought_together
48921,1125471,bought_together
172303,1125471,bought_together
727838,1125471,bought_together
983808,1125471,bought_together
130886,1128237,bought_together
151494,1129405,bought_together
1129405,1366727,bought_together
60279,1129405,bought_together
1129489,2083143,bought_together
1129489,1358513,bought_together
1129489,1965971,bought_together
1129489,2167467,bought_together
1129489,1347061,bought_together
1129489,2170829,bought_together
755661,1129489,bought_together
1129489,2289215,bought_together
1131536,1654563,bought_together
36738,1131536,bought_together
1132523,1729432,bought_together
1132523,1575129,bought_together
1132523,2012722,bought_together
1133074,1483776,bought_together
1133074,2075633,bought_together
1133074,1815503,bought_together
70948,1133639,bought_together
60700,1133639,bought_together
166233,1133639,bought_together
1133733,2094823,bought_together
1134257,1684797,bought_together
230229,1134257,bought_together
1134257,1623800,bought_together
1134376,2370985,bought_together
1134767,1839772,bought_together
1134767,1144903,bought_together
52740,1135319,bought_together
1135319,2334594,bought_together
130894,1135319,bought_together
1135319,2111871,bought_together
125768,1135319,bought_together
103712,1135319,bought_together
1136793,1685323,bought_together
1136793,1861246,bought_together
1123851,1136793,bought_together
1136831,2091867,bought_together
1136831,2400017,bought_together
1136831,1924068,bought_together
1136831,1900430,bought_together
24064,1136831,bought_together
1136858,1765842,bought_together
1138023,1603785,bought_together
92884,1138023,bought_together
74018,1138362,bought_together
1138805,1142674,bought_together
52578,1138805,bought_together
1139544,1893069,bought_together
1139544,2030474,bought_together
74018,1139544,bought_together
22481,1139544,bought_together
1139544,1690992,bought_together
1139840,2327515,bought_together
1139840,1535877,bought_together
1139840,2132775,bought_together
781278,1139840,bought_together
870475,1139840,bought_together
1140605,1254365,bought_together
1140605,1176747,bought_together
21454,1140605,bought_together
800662,1142674,bought_together
230525,1142674,bought_together
1142674,1359795,bought_together
52578,1142674,bought_together
1143965,2088072,bought_together
1144158,1876235,bought_together
1144613,1680018,bought_together
1144778,2027202,bought_together
1144778,2230128,bought_together
1144778,1528624,bought_together
1144903,1839772,bought_together
195339,1144903,bought_together
1102672,1144903,bought_together
1144903,1713161,bought_together
39155,1144903,bought_together
1145188,1424628,bought_together
1145188,1790945,bought_together
1145188,1465057,bought_together
1145188,1326953,bought_together
1145188,2019837,bought_together
1145635,1825969,bought_together
755661,1145635,bought_together
1147211,2019837,bought_together
1147352,1963176,bought_together
1148076,2407719,bought_together
1148076,2178759,bought_together
1148076,2303374,bought_together
1148076,1934913,bought_together
1148089,2336650,bought_together
1148392,1814749,bought_together
1148392,1921145,bought_together
621013,1148392,bought_together
12008,1148392,bought_together
1148448,1281635,bought_together
41042,1148448,bought_together
74153,1148448,bought_together
50115,1149029,bought_together
66734,1149316,bought_together
149718,1149316,bought_together
1151235,2028437,bought_together
1152904,1404459,bought_together
1152904,1722253,bought_together
1152904,1507931,bought_together
52997,1152904,bought_together
177194,1152904,bought_together
62528,1152904,bought_together
1153494,1782666,bought_together
1153494,1689558,bought_together
1153929,1402285,bought_together
1153929,1654408,bought_together
1155638,1832465,bought_together
1155638,1373517,bought_together
159587,1155638,bought_together
1159007,2304757,bought_together
1159007,1687044,bought_together
1159007,1200758,bought_together
1159007,1673505,bought_together
403545,1159727,bought_together
464096,1159727,bought_together
1159727,1518921,bought_together
1159727,2098755,bought_together
1160076,1256726,bought_together
1160480,1944378,bought_together
1161166,1308878,bought_together
1161166,1781758,bought_together
1162638,2209632,bought_together
1162638,2000262,bought_together
1162707,1873461,bought_together
1162707,1609469,bought_together
1162707,1777005,bought_together
1162707,2203452,bought_together
5086,1162925,bought_together
59681,1163679,bought_together
958484,1163679,bought_together
1163679,1216361,bought_together
553787,1163679,bought_together
35870,1164052,bought_together
1164052,2410084,bought_together
1164052,2234444,bought_together
1164179,2028511,bought_together
184110,1164179,bought_together
1164431,1793743,bought_together
30979,1166179,bought_together
1114224,1166179,bought_together
1166179,2060230,bought_together
143207,1167178,bought_together
1168608,2157567,bought_together
1168644,1795164,bought_together
174633,1168948,bought_together
1168948,2022226,bought_together
1169686,2137800,bought_together
134541,1169686,bought_together
1170133,1427906,bought_together
175441,1170133,bought_together
1170133,1889274,bought_together
95085,1170133,bought_together
1170133,1420847,bought_together
1170725,2257390,bought_together
1168644,1171094,bought_together
1171094,1795164,bought_together
1171094,1614335,bought_together
844624,1171094,bought_together
1171336,1210649,bought_together
200951,1174234,bought_together
764121,1174234,bought_together
1174234,1897012,bought_together
193913,1174234,bought_together
1174234,1180760,bought_together
1175434,1788068,bought_together
1176025,1790176,bought_together
790783,1176648,bought_together
531062,1176648,bought_together
1176648,1885453,bought_together
1176747,1894491,bought_together
1176747,2188425,bought_together
1176747,1787873,bought_together
1176747,1254365,bought_together
1176747,1786682,bought_together
1176747,2087956,bought_together
1177787,1402285,bought_together
496076,1177787,bought_together
1178530,1321866,bought_together
1178530,1239463,bought_together
1032481,1179177,bought_together
1179351,2264349,bought_together
1179351,1349697,bought_together
1179351,1326692,bought_together
1184426,1952329,bought_together
16422,1184781,bought_together
1184781,1330149,bought_together
1185894,1950669,bought_together
1186651,1669171,bought_together
48389,1186651,bought_together
1186651,1611913,bought_together
1186651,2372919,bought_together
85182,1186651,bought_together
1186879,2072292,bought_together
1186879,1269442,bought_together
113274,1186879,bought_together
1186879,1438351,bought_together
1186879,1582872,bought_together
50161,1187737,bought_together
1187737,2388818,bought_together
1188094,1516502,bought_together
1188094,1418963,bought_together
430117,1188327,bought_together
1188327,2049245,bought_together
1188327,1823470,bought_together
1188327,1561903,bought_together
1164179,1188854,bought_together
1188854,2028511,bought_together
184110,1188854,bought_together
282411,1188854,bought_together
1189765,1338560,bought_together
1189765,1808330,bought_together
1189765,1902320,bought_together
132596,1189765,bought_together
504347,1189765,bought_together
83001,1191972,bought_together
1191972,1584188,bought_together
767635,1192222,bought_together
1194424,2177156,bought_together
1194424,2165862,bought_together
187581,1194857,bought_together
22272,1194857,bought_together
142295,1194857,bought_together
1194857,1697576,bought_together
1195421,1725410,bought_together
41006,1195421,bought_together
15690,1195421,bought_together
1195421,2352443,bought_together
1195421,1712263,bought_together
787003,1195836,bought_together
130894,1196427,bought_together
187958,1196427,bought_together
125768,1196427,bought_together
1196427,1601462,bought_together
52740,1196427,bought_together
1197434,2013613,bought_together
148922,1198147,bought_together
1198147,2336643,bought_together
1199421,2337103,bought_together
75377,1199421,bought_together
1199421,1706791,bought_together
192196,1199421,bought_together
1199421,2218920,bought_together
210134,1199421,bought_together
1200758,1673505,bought_together
1200758,2304757,bought_together
1200758,1687044,bought_together
762191,1202021,bought_together
1202021,1865791,bought_together
1202371,2308904,bought_together
1202830,1825969,bought_together
1203555,2194154,bought_together
1203555,2411480,bought_together
1203722,1801101,bought_together
1206083,1916862,bought_together
59048,1206083,bought_together
1206836,2319609,bought_together
1206836,1975720,bought_together
730808,1206836,bought_together
115366,1207709,bought_together
152889,1207763,bought_together
1207763,2096414,bought_together
1207763,2034254,bought_together
1208389,1863021,bought_together
169549,1208807,bought_together
1209652,1627026,bought_together
1209652,1675135,bought_together
1209815,1715619,bought_together
1019853,1209815,bought_together
939696,1209815,bought_together
918163,1209815,bought_together
1210223,2336643,bought_together
1210223,1584655,bought_together
148922,1210223,bought_together
1210649,1473038,bought_together
1012107,1210649,bought_together
1210649,2059134,bought_together
977164,1210649,bought_together
1211080,1349987,bought_together
1211080,1250311,bought_together
1211171,1286270,bought_together
1211171,1241572,bought_together
21727,1211171,bought_together
1212058,1739183,bought_together
1213634,1992666,bought_together
1214062,2089383,bought_together
1214062,1827144,bought_together
1214062,1603785,bought_together
1214217,1842147,bought_together
1214217,2267184,bought_together
1214357,1275527,bought_together
1214956,2296530,bought_together
1215723,1389199,bought_together
999543,1215723,bought_together
1215723,2055702,bought_together
1215723,1267626,bought_together
56969,1215920,bought_together
1215920,2065463,bought_together
1215920,1280876,bought_together
1215920,2359071,bought_together
1216361,2418439,bought_together
1217658,1916630,bought_together
60746,1217658,bought_together
1218393,1723197,bought_together
1218393,2406032,bought_together
1218789,2013613,bought_together
1218789,1645723,bought_together
1218789,1659313,bought_together
1219279,1657428,bought_together
943554,1219852,bought_together
1222132,1680018,bought_together
63203,1222562,bought_together
1223206,1839030,bought_together
42618,1223206,bought_together
1223206,2092307,bought_together
36976,1223206,bought_together
1223249,2336643,bought_together
1223385,2376206,bought_together
1223595,2379908,bought_together
36771,1223595,bought_together
67925,1224419,bought_together
1225296,2056115,bought_together
293632,1225296,bought_together
1225296,1821097,bought_together
1227377,1466705,bought_together
1227377,1357173,bought_together
1227377,2144618,bought_together
142275,1227377,bought_together
1229017,1341458,bought_together
1229017,1230063,bought_together
33836,1230063,bought_together
1230063,1341458,bought_together
30716,1230063,bought_together
152850,1231280,bought_together
179106,1231280,bought_together
1231280,2112687,bought_together
101700,1231280,bought_together
1232765,2064285,bought_together
1232768,2023141,bought_together
1232768,1622580,bought_together
68059,1232768,bought_together
164260,1234204,bought_together
314436,1234204,bought_together
29809,1234204,bought_together
97838,1234204,bought_together
174753,1234204,bought_together
188054,1234204,bought_together
915297,1234856,bought_together
638340,1234856,bought_together
657815,1234856,bought_together
148640,1236368,bought_together
1236613,1505451,bought_together
130364,1236613,bought_together
1110054,1236613,bought_together
1237930,2028437,bought_together
1151235,1237930,bought_together
17288,1237930,bought_together
1238057,2177359,bought_together
163937,1238057,bought_together
1239741,2286475,bought_together
53607,1239741,bought_together
1239772,1823508,bought_together
1239772,2125300,bought_together
547171,1240816,bought_together
984067,1240980,bought_together
438837,1240980,bought_together
1240980,1647052,bought_together
1240980,1550320,bought_together
1240980,2034507,bought_together
1241572,1286270,bought_together
1241702,2377279,bought_together
1241702,1774462,bought_together
1243048,1755844,bought_together
1243048,1273306,bought_together
1243048,1586208,bought_together
1243293,1533667,bought_together
1243293,1329851,bought_together
1243294,2092012,bought_together
586816,1243294,bought_together
58962,1244062,bought_together
1245028,1446090,bought_together
1245028,2003508,bought_together
1245028,2311971,bought_together
1245028,1776303,bought_together
1250311,1349987,bought_together
1252743,1993451,bought_together
41482,1253417,bought_together
