source,target
28692,936885
340841,936885
936885,1421355
937565,1252743
479988,937565
937565,1993451
937565,1759237
906834,937565
937565,939214
627328,937565
937648,1675858
937648,1067003
938695,1553255
938695,1071669
939214,1944340
906834,939214
939214,1759237
939214,1439242
939214,1979055
939214,1252743
939214,1993451
630505,939214
939696,1715619
939696,1019853
129479,939696
941623,2139010
941686,1570924
16908,941686
275884,943245
159756,943245
943245,1973415
943834,2412848
944173,2106463
818365,944553
944553,995796
944553,1339293
944636,1849201
839195,944636
945285,1289093
945285,2249628
945801,2168039
22345,945801
945801,1868410
945801,1690911
946500,1570924
946500,2285702
947006,1285817
947006,1517331
947080,961725
72345,949252
153433,950872
164249,950872
174934,951052
215952,951052
8835,951052
178692,951052
92040,951052
170229,951130
99565,951130
166836,951130
57592,951225
951710,1451486
951710,2030716
951710,1679961
951710,1495793
951710,1415452
952632,1184781
146983,952803
80092,952803
175213,952803
516446,953445
953445,2228258
412736,953445
953445,2190552
953445,1469977
955221,1613254
955221,1088430
955221,1744521
187958,956303
956303,1601462
130894,956303
183158,956303
956303,1196427
322117,956303
956303,1180251
957201,1501384
957218,1963176
152523,957218
958484,1216361
149548,958815
189575,958815
103043,958815
52319,958815
41572,958815
958999,2010680
958999,1123563
959930,2366243
959930,1381725
313890,959930
685627,959930
960372,2127054
960372,2227557
961725,1394141
149741,962809
749275,962809
963857,1863021
964470,1083205
964470,1277362
964470,2208326
343805,964925
134882,964925
93239,966213
183158,966213
172303,966270
966969,2384418
967209,2170416
967209,2095403
967539,2038699
968206,2268168
189827,968206
968206,1940211
968748,2111074
39004,968893
83504,969133
969133,1697691
969153,1543049
969153,1955458
971541,2216690
135237,971541
971757,2230128
971757,2027202
971842,2399393
850414,971842
971842,1529893
432842,971842
793150,971842
971842,2117840
108786,971928
472998,971928
587270,971928
971928,1349547
971930,2283917
971930,1736016
265617,971930
781384,971930
971930,2226570
973154,1201281
410128,973154
35547,973154
146331,973765
140121,973765
973934,1155638
973934,1373517
973934,1832465
973934,1831224
974293,1178530
974293,1321866
974293,1239463
224101,974389
105002,974389
975440,1948301
975896,1455957
975896,1037916
976339,1916739
976339,1054179
33836,976339
976421,2299608
977116,2397419
977116,1436435
977164,1473038
977164,1012107
977164,2059134
977164,1321419
978984,2382473
978984,1574325
981389,2222384
981389,2046219
983432,2374737
983432,1859016
983432,2085161
48921,983808
984067,1647052
984067,1550320
984067,2034507
984132,2434880
984593,1993195
984593,2257278
984593,2006377
984593,2040626
114080,985210
170229,985210
124225,986050
72345,986050
61339,986050
990251,1976769
33695,990251
139721,990251
14455,990251
32845,990251
991934,1356239
91344,991934
992196,1304165
992196,1438665
992196,1758892
993410,2142028
993410,2404515
270271,993410
993410,2278784
592980,993621
993621,1761174
176129,993621
993855,2208395
759739,993855
627037,993855
993855,1023644
995076,1994822
63355,995076
995796,1339293
995796,2038699
818365,995796
967539,995796
175907,996710
996710,2077111
998313,2412173
57308,998313
998313,1981939
998313,1416291
998313,1694304
998555,2056115
998861,1273882
998861,2407876
999543,2055702
999543,1389199
999543,1072066
999543,2186708
999543,1535269
999543,1267626
783460,1000183
1000515,1855473
1000515,2110783
1000575,1768461
1001725,1452117
7454,1003572
1004792,2356358
1004792,1089062
1004792,1090554
795693,1004861
1004861,1689558
774918,1004861
1005473,1299510
1005473,2203338
1005473,1577943
310739,1005473
4256,1005473
1005473,1817518
10457,1006577
1007311,1483776
1007311,1133074
1007311,2075633
1007311,1815503
1008690,2396815
1008690,1442719
102408,1009439
861752,1009439
932474,1009439
1009439,1143965
1010264,2444880
1010264,1564165
581666,1010264
927034,1010264
1010264,1088702
1010336,1623041
1010336,1840230
1011768,1868985
1011768,1608938
1011768,1723365
516240,1011768
199539,1011768
1012107,1473038
1012107,2059134
1012425,1040464
1012425,1736055
14612,1012425
1012425,1480138
91630,1012671
104790,1012671
89218,1012671
1014972,2328142
1014972,2066155
1014972,1445359
541244,1016447
38648,1016650
1016650,1591464
183196,1017090
1017090,2332993
1017090,2303538
157438,1017548
149851,1017548
1017548,1321688
1017625,1916862
1017625,1206083
59048,1017625
132253,1017625
144319,1017625
177170,1018062
159478,1018062
59048,1018062
1018185,1848019
1018185,2265872
1018399,1865952
1018399,1715480
1019853,1715619
129479,1019853
1020204,1256984
1020667,1827955
1020667,1733997
1020667,1117105
1020667,2289729
222551,1020667
1020802,1381812
1021008,2297011
1021008,1101066
122059,1021008
10115,1021008
264872,1021008
1021634,2260164
1021634,1900659
1021634,1517357
1021634,2432425
1021764,1362055
1021968,1468390
1021968,1734273
1022145,2296530
1022145,1214956
1022145,1714944
1022145,2002120
1022145,2311676
1022175,1071669
33142,1022175
1022175,1553255
1022175,1262240
1022544,2257390
110201,1022544
1022544,1170725
1022544,1806539
1022597,2413257
1022597,2332051
1022597,1932012
1023424,1397581
117612,1023644
1024802,1973542
1027192,2336650
1027192,1124244
1027192,2282043
1027192,1737059
1027731,2359280
1027731,2101886
99722,1028812
405331,1028812
735794,1028812
118128,1028812
1031341,1153410
188980,1031341
1031341,2053940
110131,1031600
171579,1031600
163335,1031600
63355,1031947
1031947,1994822
995076,1031947
23325,1032481
1032481,2369920
76227,1032588
172416,1032588
1032588,1392997
1032588,2066486
555267,1032588
161381,1032951
128445,1034290
1034290,1263348
1034570,1581540
1035180,1942065
1035697,1717710
404444,1036991
1036991,2412848
1036991,1599850
69896,1036991
194676,1036991
1037916,1455957
1038612,2215910
1038612,1320798
1039900,1614568
1039900,2073371
1039900,2134260
103613,1039900
1040378,2117574
1040378,1474765
155234,1040378
1040378,1300156
1040464,1480138
175907,1040464
1041122,1268574
1041122,1364392
199188,1041551
204795,1041551
1042478,1487529
146753,1042664
137946,1042942
614490,1042942
164260,1044032
29809,1044032
97838,1044032
174753,1044032
188054,1044032
1044374,1889571
1044374,1808637
1045317,2092012
99323,1048659
61654,1048689
34863,1048689
1048689,2237982
1048689,2349560
74955,1049497
65484,1049497
1050904,1437580
1052145,2251331
1052145,1480946
1052145,1821117
1052612,2251813
1052612,1460656
1052612,1588122
25858,1052778
1053375,2319609
577934,1053375
1053375,1206836
730808,1053375
1053599,1960336
1053746,1546586
1053746,1552637
1053746,2416152
67428,1054150
30716,1054179
1054179,1711484
1054773,1663054
1054773,1577963
1054773,2073082
1055628,1227377
1055628,1466705
1055628,1357173
1056767,2194154
1056767,1203555
1057083,2023141
1057083,1622580
1057083,1232768
1057616,1640387
961725,1059025
1061597,2356358
546484,1063163
152639,1063163
1063163,1129802
1066079,1707169
1066079,1350462
1066540,2312522
1066540,2170889
1067003,1675858
985210,1067003
1067023,2001922
1067023,2091867
1067023,1924068
1067023,2400017
1067265,1864384
1067993,1448563
1067993,1375598
1067993,1521535
1069473,2140328
149556,1069473
1069473,2002886
146331,1069473
1069473,1805324
3803,1069473
1069880,2143109
1069880,1506704
14714,1070029
40662,1070029
1070029,2400571
137051,1070029
76671,1070029
24822,1070540
1070540,1461056
1070540,2186447
1070743,2286475
1070743,1239741
1071669,1553255
1071669,1764368
33142,1071669
135505,1071789
153433,1071789
1072054,1131536
1072054,1654563
653535,1072054
1072054,2098202
36738,1072054
321622,1072127
1072127,2387357
827931,1072127
1072635,1306251
1072635,2224578
1073519,1359429
1073519,1105850
915234,1075005
1075005,1111698
131440,1080013
177928,1080013
694826,1080013
997759,1080013
1035393,1080013
95147,1080048
41482,1081148
211749,1081148
1081148,1604497
1081148,1967870
1082489,2318932
1083205,1277362
1084142,2179725
117379,1084643
1084643,2072713
892071,1084643
810201,1084643
60175,1084643
1084858,2058681
195941,1085373
927339,1085804
1085804,2094935
1086389,1785605
216362,1086389
1086389,1643784
112863,1087141
1087141,1963176
1087141,1301431
1088430,1613254
1088430,1744521
1088617,1732342
1088702,2444880
1088984,2384785
23325,1088984
209534,1088984
137145,1088984
1088984,1546662
103371,1089062
1072066,1089062
1090554,2356358
103371,1090554
1091421,1559935
1091421,1493841
1091421,2262803
1095759,1789710
883881,1096375
1096375,1588028
459952,1096375
67373,1096375
401956,1096375
1098207,2354775
1098347,1344485
1098857,2431406
1098857,1875439
1100068,1719003
853861,1100068
108473,1100068
1100191,1623041
1100191,1840230
1010336,1100191
333765,1100191
356233,1100191
122059,1101066
95094,1101066
553661,1101174
1101174,1701539
567462,1101174
1101174,1343797
128833,1101174
1102672,1839772
152743,1104592
1105850,1359429
1106213,2017479
1107418,2076122
1107418,1298573
124225,1107418
1107507,1864384
1107507,1518654
1107507,1386561
1067265,1107507
1108378,1658278
1108378,1749423
1108378,2058869
1108378,1868410
1108387,1452117
1108825,2143444
56447,1108825
111828,1108825
179220,1108825
33836,1108825
1109394,1559935
1091421,1109394
1109394,1493841
1109394,2262803
1109710,2336953
1109710,1336819
1109710,1670823
1109710,2015516
44534,1109710
1110054,1505451
33093,1110941
1111405,1558152
122509,1111698
1112000,1282440
203568,1112000
91854,1112884
1112884,1627747
13499,1112884
444138,1112884
1112894,1765960
693351,1112894
1113116,1613254
1113116,2226570
1113116,1314776
1113116,2315686
1113661,2017545
1113661,2209268
1113661,1771446
775664,1114224
238247,1116038
1116038,2122544
1116052,1892210
1116383,1863021
1116383,1208389
1117105,2289729
1117105,1827955
1117373,1953570
1117373,2039561
1117373,2019837
1118584,1357020
1118584,1602060
1121313,2400017
1121313,1924068
871313,1121313
1121313,2001922
1067023,1121313
1121517,1833188
1121517,2047063
1121517,1331036
1121517,1576834
6343,1121726
1121726,1612601
1123563,2010680
1124244,2336650
1124244,1148089
1124347,2413898
1124347,1823404
1125471,1294732
48921,1125471
172303,1125471
727838,1125471
983808,1125471
130886,1128237
151494,1129405
1129405,1366727
60279,1129405
1129489,2083143
1129489,1358513
1129489,1965971
1129489,2167467
1129489,1347061
1129489,2170829
755661,1129489
1129489,2289215
1131536,1654563
36738,1131536
1132523,1729432
1132523,1575129
1132523,2012722
1133074,1483776
1133074,2075633
1133074,1815503
70948,1133639
60700,1133639
166233,1133639
1133733,2094823
1134257,1684797
230229,1134257
1134257,1623800
1134376,2370985
1134767,1839772
1134767,1144903
52740,1135319
1135319,2334594
130894,1135319
1135319,2111871
125768,1135319
103712,1135319
1136793,1685323
1136793,1861246
1123851,1136793
1136831,2091867
1136831,2400017
1136831,1924068
1136831,1900430
24064,1136831
1136858,1765842
1138023,1603785
92884,1138023
74018,1138362
1138805,1142674
52578,1138805
1139544,1893069
1139544,2030474
74018,1139544
22481,1139544
1139544,1690992
1139840,2327515
1139840,1535877
1139840,2132775
781278,1139840
870475,1139840
1140605,1254365
1140605,1176747
21454,1140605
800662,1142674
230525,1142674
1142674,1359795
52578,1142674
1143965,2088072
1144158,1876235
1144613,1680018
1144778,2027202
1144778,2230128
1144778,1528624
1144903,1839772
195339,1144903
1102672,1144903
1144903,1713161
39155,1144903
1145188,1424628
1145188,1790945
1145188,1465057
1145188,1326953
1145188,2019837
1145635,1825969
755661,1145635
1147211,2019837
1147352,1963176
1148076,2407719
1148076,2178759
1148076,2303374
1148076,1934913
1148089,2336650
1148392,1814749
1148392,1921145
621013,1148392
12008,1148392
1148448,1281635
41042,1148448
74153,1148448
50115,1149029
66734,1149316
149718,1149316
1151235,2028437
1152904,1404459
1152904,1722253
1152904,1507931
52997,1152904
177194,1152904
62528,1152904
1153494,1782666
1153494,1689558
1153929,1402285
1153929,1654408
1155638,1832465
1155638,1373517
159587,1155638
1159007,2304757
1159007,1687044
1159007,1200758
1159007,1673505
403545,1159727
464096,1159727
1159727,1518921
1159727,2098755
1160076,1256726
1160480,1944378
1161166,1308878
1161166,1781758
1162638,2209632
1162638,2000262
1162707,1873461
1162707,1609469
1162707,1777005
1162707,2203452
5086,1162925
59681,1163679
958484,1163679
1163679,1216361
553787,1163679
35870,1164052
1164052,2410084
1164052,2234444
1164179,2028511
184110,1164179
1164431,1793743
30979,1166179
1114224,1166179
1166179,2060230
143207,1167178
1168608,2157567
1168644,1795164
174633,1168948
1168948,2022226
1169686,2137800
134541,1169686
1170133,1427906
175441,1170133
1170133,1889274
95085,1170133
1170133,1420847
1170725,2257390
1168644,1171094
1171094,1795164
1171094,1614335
844624,1171094
1171336,1210649
200951,1174234
764121,1174234
1174234,1897012
193913,1174234
1174234,1180760
1175434,1788068
1176025,1790176
790783,1176648
531062,1176648
1176648,1885453
1176747,1894491
1176747,2188425
1176747,1787873
1176747,1254365
1176747,1786682
1176747,2087956
1177787,1402285
496076,1177787
1178530,1321866
1178530,1239463
1032481,1179177
1179351,2264349
1179351,1349697
1179351,1326692
1184426,1952329
16422,1184781
1184781,1330149
1185894,1950669
1186651,1669171
48389,1186651
1186651,1611913
1186651,2372919
85182,1186651
1186879,2072292
1186879,1269442
113274,1186879
1186879,1438351
1186879,1582872
50161,1187737
1187737,2388818
1188094,1516502
1188094,1418963
430117,1188327
1188327,2049245
1188327,1823470
1188327,1561903
1164179,1188854
1188854,2028511
184110,1188854
282411,1188854
1189765,1338560
1189765,1808330
1189765,1902320
132596,1189765
504347,1189765
83001,1191972
1191972,1584188
767635,1192222
1194424,2177156
1194424,2165862
187581,1194857
22272,1194857
142295,1194857
1194857,1697576
1195421,1725410
41006,1195421
15690,1195421
1195421,2352443
1195421,1712263
787003,1195836
130894,1196427
187958,1196427
125768,1196427
1196427,1601462
52740,1196427
1197434,2013613
148922,1198147
1198147,2336643
1199421,2337103
75377,1199421
1199421,1706791
192196,1199421
1199421,2218920
210134,1199421
1200758,1673505
1200758,2304757
1200758,1687044
762191,1202021
1202021,1865791
1202371,2308904
1202830,1825969
1203555,2194154
1203555,2411480
1203722,1801101
1206083,1916862
59048,1206083
1206836,2319609
1206836,1975720
730808,1206836
115366,1207709
152889,1207763
1207763,2096414
1207763,2034254
1208389,1863021
169549,1208807
1209652,1627026
1209652,1675135
1209815,1715619
1019853,1209815
939696,1209815
918163,1209815
1210223,2336643
1210223,1584655
148922,1210223
1210649,1473038
1012107,1210649
1210649,2059134
977164,1210649
1211080,1349987
1211080,1250311
1211171,1286270
1211171,1241572
21727,1211171
1212058,1739183
1213634,1992666
1214062,2089383
1214062,1827144
1214062,1603785
1214217,1842147
1214217,2267184
1214357,1275527
1214956,2296530
1215723,1389199
999543,1215723
1215723,2055702
1215723,1267626
56969,1215920
1215920,2065463
1215920,1280876
1215920,2359071
1216361,2418439
1217658,1916630
60746,1217658
1218393,1723197
1218393,2406032
1218789,2013613
1218789,1645723
1218789,1659313
1219279,1657428
943554,1219852
1222132,1680018
63203,1222562
1223206,1839030
42618,1223206
1223206,2092307
36976,1223206
1223249,2336643
1223385,2376206
1223595,2379908
36771,1223595
67925,1224419
1225296,2056115
293632,1225296
1225296,1821097
1227377,1466705
1227377,1357173
1227377,2144618
142275,1227377
1229017,1341458
1229017,1230063
33836,1230063
1230063,1341458
30716,1230063
152850,1231280
179106,1231280
1231280,2112687
101700,1231280
1232765,2064285
1232768,2023141
1232768,1622580
68059,1232768
164260,1234204
314436,1234204
29809,1234204
97838,1234204
174753,1234204
188054,1234204
915297,1234856
638340,1234856
657815,1234856
148640,1236368
1236613,1505451
130364,1236613
1110054,1236613
1237930,2028437
1151235,1237930
17288,1237930
1238057,2177359
163937,1238057
1239741,2286475
53607,1239741
1239772,1823508
1239772,2125300
547171,1240816
984067,1240980
438837,1240980
1240980,1647052
1240980,1550320
1240980,2034507
1241572,1286270
1241702,2377279
1241702,1774462
1243048,1755844
1243048,1273306
1243048,1586208
1243293,1533667
1243293,1329851
1243294,2092012
586816,1243294
58962,1244062
1245028,1446090
1245028,2003508
1245028,2311971
1245028,1776303
1250311,1349987
1252743,1993451
41482,1253417
211749,1253417
227709,1253417
181786,1253417
115224,1253417
1254343,1759578
1254343,1990177
1254365,2188425
1254365,1894491
1254365,1786682
1254365,1787873
1254504,2121343
1254601,2307046
1256726,2336458
166233,1256984
769989,1256984
60700,1256984
4836,1257367
1259629,2167004
1259629,1374852
1259629,2022156
1259629,2264349
1260328,1330385
1260328,1796365
1260328,1415872
1260328,2357367
22272,1260328
1260463,1551394
1260463,1785863
1261079,1710610
1243199,1261079
348047,1261079
1261777,1859016
1261777,2374737
110067,1263348
122059,1263348
95094,1263348
137722,1264075
1052145,1266363
1266363,2251331
1266363,1480946
1266363,1821117
1266373,1563724
1267626,2055702
1267748,1732342
1268574,1364392
1268574,1733200
1269442,2072292
1269442,1438351
1269442,1582872
113274,1269442
50161,1269442
36425,1270509
1270509,1869172
1271097,1916630
1271097,1537651
1273306,1755844
745852,1273306
1273882,2407876
1273882,2102710
1274166,1953570
1252743,1274166
1274395,1506704
518715,1275341
23726,1275341
73433,1275341
155898,1275341
1195971,1275341
1276937,2010905
1279587,2274159
58872,1279587
1280876,2359071
122835,1281635
190319,1281635
41042,1281635
65009,1281635
160363,1281635
76740,1282440
203568,1282440
121836,1285556
1285817,2172742
1286197,1847243
76227,1286270
21727,1286270
209534,1286270
1286645,2371244
1287284,2051971
1287585,1314833
1289980,1390570
180022,1290833
1293279,1548017
110883,1293962
1293962,2136738
355492,1293962
107147,1293962
1293962,1795685
1294610,2149482
1294610,1775487
172303,1294732
983808,1294732
1296261,1344485
1297310,2121209
1297310,2293822
1297310,1611650
180068,1297310
37465,1297310
4256,1298281
1298281,2293786
124225,1298573
1298742,1741867
1298742,2309109
1252743,1298742
844197,1298742
165480,1298742
1238057,1299123
1299123,2177359
535180,1299123
4256,1299510
1300156,2117574
172683,1301431
104233,1301431
1301431,1827144
146331,1301431
108473,1301431
1302688,2420250
1303223,2125792
1304165,1438665
1304594,1613352
1304594,1541301
1306251,2224578
1307996,1792009
1307996,2024226
1307996,2197999
1308878,1781758
87950,1310541
1310541,1801603
108076,1310541
29854,1310764
1311483,2199560
1293944,1311483
1312209,2033849
1312209,2073944
1312209,2366243
40161,1312605
99323,1312605
1314776,2435253
1314776,2226570
58414,1314833
1315063,1501384
957201,1315063
1315063,2354526
6245,1317181
210112,1317181
1317343,2320555
1320005,2268988
1320798,2215910
1320798,2052391
1321161,2025081
1321161,1662283
1321161,1665956
125352,1321161
1321419,2139936
192498,1321688
149851,1321688
190053,1321688
196097,1322391
1323250,1944348
1323303,2327577
1042478,1323303
1324412,1820626
1324752,1897577
1324752,1809661
1324752,1669023
1072066,1326071
910420,1326071
1326071,1535269
1326071,2186708
1326692,2264349
1326692,1349697
470068,1326953
1326953,1424628
523939,1327118
1153410,1327118
188980,1327118
1031341,1327118
1327118,2053940
1327118,2033849
1327372,1932400
1329851,1533667
1330149,2371244
1330385,1415872
1330385,2357367
1330385,1796365
22272,1330385
187581,1330385
1331036,1833188
1331036,2047063
1331298,1641693
153453,1331298
1331298,1871706
177775,1331298
929971,1331865
208862,1331865
1331962,1599670
1331962,1645031
1331962,1370132
1332149,2336784
1332149,2348220
34982,1332149
30753,1332149
1333020,1632782
1333020,1944340
906834,1333020
1333020,1622545
1333020,1439242
1333305,2156704
114080,1333305
1334435,1592483
1334435,1787077
1254601,1335096
1335096,2307046
1335122,1789929
190332,1335122
170319,1335349
1077471,1335933
1197434,1335933
33836,1335933
933959,1335933
1336098,2304225
1336819,2015516
1336819,2336953
44534,1336819
1336819,1670823
1336819,1851305
818365,1339293
1340387,2217014
1340387,1926180
1340565,1499440
1340565,2435464
1340999,1577106
150773,1341458
179220,1341458
262617,1341458
33836,1341458
46270,1342931
126115,1342931
178051,1342931
156365,1342931
123339,1342931
1343797,2343525
128833,1343797
1343797,2172742
163937,1343797
1344485,1984672
1344485,1993682
98813,1345177
164363,1346210
1347061,2167467
1347061,1965971
755661,1347061
1347061,2289215
1348029,2429504
1348029,2075617
1348158,2083477
1348349,1872729
1348473,1887284
1348473,2124149
1349697,2264349
1349697,2167004
1349697,2039771
154307,1349975
40735,1349975
1350308,2261996
1350336,2251813
1350336,1460656
1052612,1350336
1350371,2051971
1353308,1438665
1304165,1353308
992196,1353308
1353308,1758892
1353308,1792009
5339,1353840
1353840,2358676
77999,1353840
1355938,2090526
22420,1356126
167696,1356126
175598,1356126
1356126,2141109
91344,1356239
1357020,1602060
1357087,1827192
1357087,1814706
1357087,2372859
1357173,2144618
1357173,1466705
1357242,2308904
1357242,2439310
793684,1357242
1357242,2029384
1357572,2421266
1358513,2167467
1358513,1965971
755661,1358513
52578,1359795
1279587,1360950
1360950,2274159
881150,1360950
450847,1360950
81104,1360950
1363804,2166823
1364417,1575129
78261,1366319
1366647,2130600
357521,1366647
1366647,1790575
1367240,1415337
12423,1367240
1368043,1517216
111878,1368043
1368043,2165841
1369343,2434880
1369343,1754855
984132,1369343
746506,1369343
1369343,2251519
1369924,2370985
1369924,1764938
1370040,2410084
150319,1370040
31887,1370040
1370132,1645031
1373517,1832465
159587,1373517
161381,1374717
166836,1374717
589276,1374717
1032951,1374717
148775,1374717
524837,1374865
1374865,1796078
122297,1375199
1375598,1448563
1375598,1521535
1310764,1376150
29854,1376150
110067,1376150
1263348,1376150
122059,1376150
1376487,1624251
1376487,1974438
1376487,1411606
1376487,1759237
1377811,2026532
130918,1377811
1377811,2129519
1379439,1639441
100638,1379982
1379982,1936607
76784,1379982
1379982,1695708
1239463,1380148
1380776,1956932
1380998,2301218
1380998,1936607
60027,1380998
1381622,2435253
1381812,1506783
1381812,1745520
11510,1381812
17012,1382709
1384022,2251152
1384022,1917407
1384870,2253246
1384870,1692762
195959,1384870
29453,1384870
124225,1384870
117613,1384870
84323,1384870
1385539,1802655
1386561,1518654
1387793,1868410
1387793,1749423
1129405,1388080
1388358,1659351
859957,1388358
1072066,1389199
1389199,2055702
1267626,1389199
90044,1389609
195941,1389609
56447,1390570
673655,1390570
1108825,1390570
111828,1390570
793150,1390940
1391592,2162575
1392997,2066486
76227,1392997
85182,1394431
1394510,1963875
1394510,1774462
670155,1397577
1397581,2009305
1054773,1397581
1399597,1849201
839195,1399597
944636,1399597
1401502,2099813
1401644,1636049
1401644,1961252
1401644,1666119
1403893,1830699
32366,1403893
1403893,2303409
1403893,2031350
716051,1403893
1404459,1722253
1404459,1507931
1405891,2069230
1406385,1936387
558276,1409330
629168,1410422
1410422,2089510
590373,1410422
1410422,1416203
175610,1410422
1411606,1974438
1411606,1624251
1411606,1632782
1411606,1622545
1415337,2000505
12423,1415337
1415337,2045257
1415452,1679961
1415452,1451486
1415872,2357367
1415872,1796365
22272,1415872
1416203,2089510
175610,1416203
1417847,2264073
1417847,1465252
144813,1418353
1418353,2254575
1418963,1516502
1419897,1501586
1420847,1889274
95085,1420847
169677,1421355
580731,1422248
1422652,1448563
1067993,1422652
1375598,1422652
1422652,1521535
463018,1422652
1423495,1640083
1424306,2174140
1424628,1465057
163937,1424628
1425087,1808544
1425087,2343525
1425087,1728734
141414,1425335
1425787,1728546
5781,1425787
1425787,1776435
795693,1425990
1425990,1782666
1425990,1689558
147231,1426874
1426874,2377213
145238,1426874
1426874,1880016
1426874,2414086
95085,1427906
1370056,1427906
1427906,1889274
1428647,2094490
65009,1428820
81191,1428820
16908,1428820
67428,1428820
122835,1428820
41042,1428820
74153,1428820
941686,1428820
1406324,1429498
498660,1429498
165480,1431550
32402,1431550
1431808,1781842
1432673,1916630
1436101,2007670
1436101,1922911
1436435,2397419
1436673,2309868
169549,1436673
1436673,2203238
79392,1436673
179755,1436673
1208807,1436673
1436800,2138587
252949,1436800
434128,1437580
1437580,1893083
936397,1437580
1147211,1437580
1326953,1437580
1438351,2072292
1438351,1582872
1438665,1758892
1438695,1707125
1438695,2295407
1252743,1439011
1439011,1944340
1439011,1439242
1439011,1759237
1439011,2125417
630505,1439011
479988,1439011
844197,1439011
1252743,1439242
1439242,1759237
630505,1439242
1440531,1630024
28692,1440531
813703,1440531
1440531,2367025
1440531,2060692
13699,1440531
13161,1440531
97330,1442289
1442289,2090601
51833,1442719
1442719,2396815
1442719,2191900
1442719,2410747
264601,1443408
1444503,2318932
161062,1445050
1445050,1974552
323311,1445050
1445050,1495452
108343,1445050
1445359,2066155
1445359,2328142
362105,1445359
1445720,1490300
1445925,1581540
1445925,2300060
1445925,1568109
1446090,2003508
1446090,2311971
1446090,1776303
1446090,1603033
1447731,2038069
47792,1447731
99323,1447731
1448305,1950124
194193,1448305
1448305,2183697
1448563,1521535
219037,1448678
1290833,1448678
92436,1448678
180022,1448678
1448678,1898642
1448769,2095962
1448769,1926180
1448769,2141898
1336360,1449987
1449987,1679407
1451486,1679961
1451486,1495793
1452314,1555680
678120,1452314
1452314,1675961
1452670,2065463
1215920,1452670
1455241,2446320
1456555,2058149
1456555,2375432
1456555,2448446
1456555,1507801
1458111,2075029
591379,1458111
76227,1458111
1460436,2243462
1460436,2259172
1460656,2251813
1460656,1828551
1463188,2435253
1463188,2357962
1463188,2226570
1314776,1463188
146331,1463524
1463524,1839772
128833,1465057
1465252,2264073
1466114,1499440
60637,1466114
1466114,1995730
1466114,2435464
1340565,1466114
1466669,2227729
153972,1466705
96058,1467864
1468102,1867204
1468390,1734273
1468390,1675479
971541,1470849
135884,1472307
1113116,1473038
1473318,2133421
299418,1473318
1476111,1666494
406726,1476111
1321419,1476111
1190312,1477072
1477618,2022226
174633,1477618
58872,1477618
1478966,2335773
153433,1480138
447199,1480427
1480946,2251331
1480946,1821117
1482587,2428795
1482587,1759892
1482587,2058923
875137,1482587
677394,1482587
1482831,2192832
436,1482831
1102672,1482831
1483212,1645313
1483212,1604785
1483212,1977499
1483776,2075633
1483776,1815503
1483818,2264349
1483818,2068752
1486996,2320299
1486996,2311941
248000,1490300
1491129,2114268
1491148,1955898
1491382,2043694
1491382,1991217
183677,1491382
187633,1491575
1491575,2058122
1492065,1587946
1492065,1991404
1492065,1699591
518715,1492065
1492098,1937311
1492098,2134513
96674,1493758
1493841,2262803
1493841,1559935
1495213,1692863
1495213,2028635
31794,1495213
108343,1495452
161062,1495452
1495644,1799739
907857,1495644
1495644,1679407
1449987,1495644
1336360,1495644
1495711,2051339
1495793,1679961
1496313,1543049
1496727,1809798
469964,1497946
93239,1497946
966213,1497946
183158,1497946
677,1497946
32546,1498378
1499440,2435464
175073,1500833
1501586,2183552
16168,1501586
1502083,1791098
1502350,2334605
150376,1502350
1502350,1910804
38025,1502350
32251,1502350
174753,1503431
1503431,1675386
188054,1503431
97838,1503431
1503449,2200848
168598,1503449
154285,1503449
1503676,2000262
1505245,2304225
197264,1505245
905338,1505245
101964,1505245
1336098,1505245
175907,1505254
1505254,2077111
135554,1506683
1506683,1987342
1506704,2143109
1506783,1745520
11510,1506783
1507801,2448446
1507801,2375432
1507801,2058149
1507931,1722253
678120,1507931
38312,1507940
1508080,2149958
1508080,1697795
1508080,1836106
1113116,1508080
183196,1509623
187106,1509623
1514979,1997680
1516766,1787873
1516766,1786682
1516965,1672794
1517357,2260164
1517357,2432425
1517894,1671291
128522,1517894
1518654,1864384
1518921,2098755
1519167,1624340
138075,1519527
1520204,1662452
120854,1520398
67216,1520398
487937,1520398
762191,1522049
234091,1522645
1522645,2320463
1522645,2038956
1624,1522947
1526984,1790575
1275527,1528323
1214357,1528323
28960,1528539
1528539,2122203
65444,1528539
83801,1528539
1528624,2027202
1528624,2230128
971757,1528624
1528624,1690210
1529893,1924290
1532593,2280837
146331,1532593
1533430,2221849
717781,1533430
608686,1533430
821851,1533430
30236,1533430
1534084,2045988
1535269,2240114
1535269,1922255
1535269,1667398
1535877,2132775
24822,1537651
1537651,1916630
1538250,1830590
42371,1538250
757591,1541301
1541301,1613352
1541301,2178259
1541485,1617818
1541485,1764309
1541485,1740352
1543049,1955458
1456671,1544694
783460,1544694
1546499,2005282
1546586,1552637
1546586,2416152
137145,1546662
1546662,2384785
1546787,1669676
180754,1546787
1546787,1832465
28909,1546787
369173,1546787
971541,1546898
925440,1546898
40355,1547363
67373,1547964
883881,1547964
92589,1547964
51580,1547964
842039,1547964
933381,1547964
401956,1547964
1547964,1588028
438837,1550320
219975,1550329
1550329,1823404
1550329,2413898
1124347,1550329
